trip_id,pickup_datetime,dropoff_datetime,pickup_location,dropoff_location,fare_amount,distance_km,driver_id,customer_id,ride_status,payment_type,vehicle_type,surge_multiplier,rating,weather_condition,trip_duration,hour,day,month,is_weekend,revenue,revenue_per_km
5357,2023-04-09 04:05:00,2023-04-09 05:26:00,Delhi,Delhi,76.25,19.45,1287,8425,completed,card,sedan,1.0,4.1,Storm,81.0,4,Sunday,4,1,76.25,3.9203084832904884
5360,2023-02-13 09:47:00,2023-02-13 10:08:00,Bangalore,Bangalore,202.56,14.77,1776,5760,completed,cash,mini,1.2,3.9,Clear,21.0,9,Monday,2,0,243.072,16.45714285714286
5371,2023-04-07 14:08:00,2023-04-07 15:00:00,Hyderabad,Hyderabad,80.82,8.93,1252,9870,completed,card,sedan,1.0,4.2,Storm,52.0,14,Friday,4,0,80.82,9.050391937290033
5379,2023-05-08 00:05:00,2023-05-08 01:15:00,Hyderabad,Hyderabad,320.25,7.96,1823,5153,completed,card,mini,1.5,3.6,Rain,70.0,0,Monday,5,0,480.375,60.34861809045226
5380,2023-06-10 17:20:00,2023-06-10 18:07:00,Chennai,Chennai,368.31,9.84,1993,9170,completed,card,suv,1.0,4.0,Rain,47.0,17,Saturday,6,1,368.31,37.42987804878049
5381,2023-06-29 00:43:00,2023-06-29 02:07:00,Delhi,Delhi,328.57,12.91,1040,8276,completed,cash,sedan,1.0,4.7,Storm,84.0,0,Thursday,6,0,328.57,25.45081332300542
5386,2023-11-12 20:26:00,2023-11-12 21:46:00,Bangalore,Bangalore,390.75,14.87,1355,9001,completed,upi,suv,1.0,4.1,Rain,80.0,20,Sunday,11,1,390.75,26.277740416946873
5392,2023-06-05 04:21:00,2023-06-05 04:55:00,Delhi,Delhi,207.03,9.67,1969,5425,completed,upi,sedan,1.0,3.9,Storm,34.0,4,Monday,6,0,207.03,21.409513960703205
5397,2023-05-02 10:23:00,2023-05-02 11:11:00,Pune,Pune,251.14,2.15,1868,9138,completed,upi,suv,1.0,4.2,Storm,48.0,10,Tuesday,5,0,251.14,116.8093023255814
5406,2023-11-01 03:00:00,2023-11-01 03:23:00,Mumbai,Mumbai,485.73,5.64,1629,6771,cancelled,upi,sedan,1.0,3.1,Storm,23.0,3,Wednesday,11,0,485.73,86.12234042553192
5416,2023-10-15 06:23:00,2023-10-15 06:46:00,Delhi,Delhi,74.84,10.4,1944,7387,completed,cash,mini,1.5,3.3,Rain,23.0,6,Sunday,10,1,112.26,10.794230769230769
5422,2023-02-18 07:21:00,2023-02-18 08:28:00,Bangalore,Bangalore,494.37,4.41,1560,6743,completed,card,mini,1.0,3.2,Fog,67.0,7,Saturday,2,1,494.37,112.10204081632652
5427,2023-10-05 08:11:00,2023-10-05 08:36:00,Bangalore,Bangalore,371.67,19.11,1403,8252,completed,cash,sedan,1.0,3.6,Clear,25.0,8,Thursday,10,0,371.67,19.448979591836736
5435,2023-11-09 08:03:00,2023-11-09 08:14:00,Chennai,Chennai,341.28,17.49,1529,8996,completed,upi,sedan,1.5,3.8,Fog,11.0,8,Thursday,11,0,511.91999999999996,29.269296740994854
5436,2023-02-14 12:30:00,2023-02-14 13:36:00,Chennai,Chennai,297.05,3.21,1535,5779,completed,card,sedan,1.0,3.3,Rain,66.0,12,Tuesday,2,0,297.05,92.53894080996885
5437,2023-05-09 05:06:00,2023-05-09 06:11:00,Delhi,Delhi,108.31,16.04,1294,6333,completed,card,suv,1.0,4.5,Clear,65.0,5,Tuesday,5,0,108.31,6.752493765586036
5440,2023-01-04 01:46:00,2023-01-04 02:10:00,Pune,Pune,305.23,21.23,1380,6658,completed,upi,mini,1.0,4.1,Rain,24.0,1,Wednesday,1,0,305.23,14.377296278850684
5441,2023-06-02 17:11:00,2023-06-02 17:43:00,Chennai,Chennai,183.5,24.95,1395,6698,completed,cash,sedan,1.0,4.7,Clear,32.0,17,Friday,6,0,183.5,7.354709418837675
5444,2023-11-03 06:48:00,2023-11-03 07:00:00,Bangalore,Bangalore,259.93,8.33,1720,8521,completed,upi,sedan,1.0,4.9,Clear,12.0,6,Friday,11,0,259.93,31.20408163265306
5455,2023-01-02 12:44:00,2023-01-02 13:46:00,Chennai,Chennai,312.79,21.68,1992,6525,completed,cash,sedan,1.2,3.8,Rain,62.0,12,Monday,1,0,375.348,17.313099630996312
5456,2023-03-06 10:09:00,2023-03-06 10:56:00,Hyderabad,Hyderabad,286.41,9.19,1542,5318,cancelled,card,sedan,1.5,3.6,Storm,47.0,10,Monday,3,0,429.615,46.7480957562568
5461,2023-03-13 21:47:00,2023-03-13 22:50:00,Pune,Pune,327.92,19.01,1076,6026,completed,cash,mini,1.2,3.4,Storm,63.0,21,Monday,3,0,393.504,20.699842188321934
5466,2023-03-19 22:17:00,2023-03-19 23:27:00,Bangalore,Bangalore,211.24,2.96,1846,5483,completed,upi,sedan,1.5,3.4,Storm,70.0,22,Sunday,3,1,316.86,107.0472972972973
5483,2023-05-04 02:01:00,2023-05-04 02:49:00,Pune,Pune,457.73,7.4,1593,8078,completed,card,sedan,1.0,4.7,Clear,48.0,2,Thursday,5,0,457.73,61.855405405405406
5486,2023-06-16 15:37:00,2023-06-16 16:16:00,Hyderabad,Hyderabad,66.1,8.09,1628,6396,completed,cash,mini,1.0,4.3,Clear,39.0,15,Friday,6,0,66.1,8.170580964153276
5502,2023-06-23 02:03:00,2023-06-23 02:38:00,Bangalore,Bangalore,221.68,18.63,1193,8951,completed,card,mini,1.5,3.5,Storm,35.0,2,Friday,6,0,332.52,17.84863123993559
5508,2023-01-17 00:51:00,2023-01-17 01:58:00,Pune,Pune,136.59,6.41,1024,5000,completed,card,suv,1.5,3.6,Clear,67.0,0,Tuesday,1,0,204.885,31.96333853354134
5511,2023-01-17 15:49:00,2023-01-17 17:14:00,Chennai,Chennai,270.09,19.53,1450,6521,completed,card,suv,1.0,3.5,Storm,85.0,15,Tuesday,1,0,270.09,13.829493087557601
5521,2023-07-13 07:45:00,2023-07-13 09:10:00,Bangalore,Bangalore,54.19,20.11,1779,8442,completed,cash,sedan,1.5,4.9,Fog,85.0,7,Thursday,7,0,81.285,4.042018896071606
5522,2023-03-28 18:12:00,2023-03-28 19:11:00,Mumbai,Mumbai,381.43,13.64,1987,8396,completed,upi,suv,1.5,3.8,Rain,59.0,18,Tuesday,3,0,572.145,41.946114369501466
5526,2023-05-05 01:14:00,2023-05-05 02:11:00,Delhi,Delhi,477.08,24.35,1696,5309,completed,cash,sedan,1.0,4.3,Fog,57.0,1,Friday,5,0,477.08,19.592607802874742
5532,2023-12-21 01:30:00,2023-12-21 02:10:00,Hyderabad,Hyderabad,70.02,10.95,1816,8929,completed,upi,suv,1.0,4.8,Rain,40.0,1,Thursday,12,0,70.02,6.394520547945206
5534,2023-08-03 18:22:00,2023-08-03 19:16:00,Bangalore,Bangalore,458.24,24.09,1711,6718,completed,cash,sedan,1.0,3.5,Storm,54.0,18,Thursday,8,0,458.24,19.02200083022001
5539,2023-03-31 06:37:00,2023-03-31 07:49:00,Delhi,Delhi,479.12,21.09,1611,8211,cancelled,card,mini,1.2,3.2,Clear,72.0,6,Friday,3,0,574.944,27.261450924608816
5541,2023-06-25 21:57:00,2023-06-25 22:59:00,Mumbai,Mumbai,78.32,7.07,1087,6786,completed,cash,mini,1.0,5.0,Storm,62.0,21,Sunday,6,1,78.32,11.077793493635076
5544,2023-08-29 18:29:00,2023-08-29 19:19:00,Chennai,Chennai,427.88,4.87,1770,8109,completed,cash,suv,1.0,3.2,Fog,50.0,18,Tuesday,8,0,427.88,87.86036960985626
5545,2023-12-01 12:45:00,2023-12-01 13:57:00,Pune,Pune,459.43,24.76,1341,9466,completed,cash,suv,1.5,4.2,Clear,72.0,12,Friday,12,0,689.145,27.832996768982227
5550,2023-08-17 21:32:00,2023-08-17 22:29:00,Chennai,Chennai,122.12,7.59,1037,7314,completed,card,suv,1.5,4.6,Storm,57.0,21,Thursday,8,0,183.18,24.134387351778656
5552,2023-08-17 18:37:00,2023-08-17 20:02:00,Hyderabad,Hyderabad,273.88,6.55,1559,8578,completed,upi,mini,1.2,4.7,Rain,85.0,18,Thursday,8,0,328.656,50.17648854961832
5560,2023-06-05 21:30:00,2023-06-05 22:36:00,Hyderabad,Hyderabad,82.23,7.59,1852,7820,completed,upi,sedan,1.0,3.6,Fog,66.0,21,Monday,6,0,82.23,10.83399209486166
5561,2023-04-08 03:23:00,2023-04-08 04:45:00,Mumbai,Mumbai,307.9,21.96,1345,6624,completed,upi,mini,1.0,3.7,Storm,82.0,3,Saturday,4,1,307.9,14.02094717668488
5564,2023-12-05 07:11:00,2023-12-05 07:51:00,Pune,Pune,124.26,7.4,1248,9648,completed,cash,sedan,1.0,3.1,Storm,40.0,7,Tuesday,12,0,124.26,16.791891891891893
5572,2023-06-16 02:13:00,2023-06-16 02:34:00,Bangalore,Bangalore,186.79,11.06,1493,5755,completed,upi,sedan,1.0,4.7,Clear,21.0,2,Friday,6,0,186.79,16.88878842676311
5579,2023-06-22 13:43:00,2023-06-22 13:51:00,Hyderabad,Hyderabad,144.47,4.06,1037,9303,completed,cash,mini,1.0,4.6,Rain,8.0,13,Thursday,6,0,144.47,35.583743842364534
5586,2023-03-02 12:58:00,2023-03-02 14:23:00,Pune,Pune,53.14,11.82,1582,6315,completed,upi,mini,1.0,4.2,Clear,85.0,12,Thursday,3,0,53.14,4.495769881556684
5599,2023-05-17 23:07:00,2023-05-17 23:28:00,Pune,Pune,289.53,14.73,1807,7011,completed,cash,mini,1.0,4.9,Fog,21.0,23,Wednesday,5,0,289.53,19.655804480651728
5600,2023-12-08 22:42:00,2023-12-08 23:56:00,Pune,Pune,79.92,4.28,1210,6657,completed,card,suv,1.2,4.7,Clear,74.0,22,Friday,12,0,95.904,22.407476635514016
5601,2023-07-19 15:56:00,2023-07-19 16:34:00,Delhi,Delhi,277.52,19.7,1084,9553,completed,upi,sedan,1.2,3.4,Storm,38.0,15,Wednesday,7,0,333.02399999999994,16.90477157360406
5603,2023-06-30 17:00:00,2023-06-30 17:46:00,Pune,Pune,459.61,3.59,1213,5302,completed,upi,sedan,1.0,3.4,Rain,46.0,17,Friday,6,0,459.61,128.025069637883
5606,2023-06-06 20:58:00,2023-06-06 21:38:00,Bangalore,Bangalore,289.18,5.2,1952,5862,completed,cash,sedan,1.0,4.3,Storm,40.0,20,Tuesday,6,0,289.18,55.61153846153846
5610,2023-02-08 17:05:00,2023-02-08 17:22:00,Hyderabad,Hyderabad,130.89,4.46,1341,9148,completed,upi,suv,1.0,4.2,Storm,17.0,17,Wednesday,2,0,130.89,29.347533632286993
5611,2023-02-04 18:41:00,2023-02-04 19:17:00,Mumbai,Mumbai,441.94,8.39,1325,7450,completed,upi,sedan,1.5,3.8,Fog,36.0,18,Saturday,2,1,662.91,79.01191895113229
5617,2023-02-22 22:53:00,2023-02-23 00:05:00,Bangalore,Bangalore,477.24,14.67,1263,8292,cancelled,cash,sedan,1.5,4.8,Fog,72.0,22,Wednesday,2,0,715.86,48.79754601226994
5628,2023-03-07 03:03:00,2023-03-07 04:32:00,Delhi,Delhi,133.7,11.01,1269,5289,completed,card,suv,1.0,4.7,Rain,89.0,3,Tuesday,3,0,133.7,12.143505903723886
5629,2023-03-29 06:41:00,2023-03-29 06:51:00,Pune,Pune,160.8,6.27,1619,6140,completed,cash,mini,1.0,3.1,Storm,10.0,6,Wednesday,3,0,160.8,25.64593301435407
5632,2023-12-14 01:57:00,2023-12-14 02:15:00,Hyderabad,Hyderabad,113.16,22.84,1677,9111,completed,upi,suv,1.0,3.7,Rain,18.0,1,Thursday,12,0,113.16,4.954465849387041
5636,2023-01-16 16:41:00,2023-01-16 17:07:00,Chennai,Chennai,340.45,1.81,1460,7987,completed,upi,mini,1.0,3.1,Storm,26.0,16,Monday,1,0,340.45,188.0939226519337
5640,2023-05-20 00:31:00,2023-05-20 00:46:00,Hyderabad,Hyderabad,289.7,14.44,1244,6639,completed,card,mini,1.0,4.0,Storm,15.0,0,Saturday,5,1,289.7,20.062326869806093
5646,2023-03-31 09:27:00,2023-03-31 10:32:00,Delhi,Delhi,406.79,15.92,1912,7597,completed,upi,mini,1.0,4.3,Storm,65.0,9,Friday,3,0,406.79,25.552135678391963
5648,2023-02-13 21:47:00,2023-02-13 22:29:00,Delhi,Delhi,92.07,9.78,1824,7769,completed,card,mini,1.0,4.8,Rain,42.0,21,Monday,2,0,92.07,9.414110429447852
5649,2023-04-05 11:19:00,2023-04-05 12:02:00,Mumbai,Mumbai,92.62,17.58,1423,9770,completed,cash,mini,2.0,4.3,Storm,43.0,11,Wednesday,4,0,185.24,10.536973833902163
5655,2023-04-21 01:25:00,2023-04-21 02:34:00,Pune,Pune,110.32,9.04,1004,9689,completed,cash,sedan,1.2,3.4,Clear,69.0,1,Friday,4,0,132.384,14.644247787610619
5657,2023-08-27 07:54:00,2023-08-27 08:08:00,Pune,Pune,67.89,18.8,1880,8240,completed,cash,sedan,1.0,3.5,Storm,14.0,7,Sunday,8,1,67.89,3.6111702127659573
5659,2023-06-12 09:00:00,2023-06-12 09:27:00,Hyderabad,Hyderabad,180.1,7.92,1269,5202,completed,card,sedan,1.2,3.6,Clear,27.0,9,Monday,6,0,216.11999999999998,27.287878787878785
5673,2023-05-19 01:04:00,2023-05-19 02:09:00,Pune,Pune,252.67,8.72,1765,6675,completed,upi,sedan,1.0,4.6,Fog,65.0,1,Friday,5,0,252.67,28.975917431192656
5677,2023-11-07 06:30:00,2023-11-07 07:40:00,Pune,Pune,483.44,3.67,1517,8474,completed,cash,mini,1.2,3.2,Storm,70.0,6,Tuesday,11,0,580.1279999999999,158.07302452316074
5692,2023-08-08 05:05:00,2023-08-08 05:14:00,Hyderabad,Hyderabad,315.96,4.36,1478,6172,completed,upi,mini,1.0,4.0,Fog,9.0,5,Tuesday,8,0,315.96,72.46788990825686
5702,2023-05-07 15:45:00,2023-05-07 16:25:00,Bangalore,Bangalore,295.41,17.21,1210,6353,completed,upi,sedan,1.0,3.7,Storm,40.0,15,Sunday,5,1,295.41,17.165020337013363
5706,2023-03-20 02:52:00,2023-03-20 04:04:00,Pune,Pune,329.81,4.97,1752,7124,completed,card,sedan,1.0,4.0,Clear,72.0,2,Monday,3,0,329.81,66.36016096579478
5708,2023-12-22 06:43:00,2023-12-22 07:17:00,Chennai,Chennai,346.15,19.07,1455,5594,completed,upi,suv,1.0,4.4,Fog,34.0,6,Friday,12,0,346.15,18.15154693235448
5710,2023-10-21 20:57:00,2023-10-21 21:04:00,Bangalore,Bangalore,292.61,23.73,1907,6172,completed,card,sedan,1.0,4.0,Fog,7.0,20,Saturday,10,1,292.61,12.330804888327012
5717,2023-03-05 10:08:00,2023-03-05 11:23:00,Bangalore,Bangalore,472.96,5.25,1477,5688,cancelled,upi,mini,1.5,4.3,Clear,75.0,10,Sunday,3,1,709.4399999999999,135.13142857142856
5726,2023-08-25 13:56:00,2023-08-25 14:34:00,Bangalore,Bangalore,86.53,8.86,1410,6049,completed,card,mini,1.5,4.7,Rain,38.0,13,Friday,8,0,129.79500000000002,14.64954853273138
5727,2023-05-11 07:27:00,2023-05-11 08:20:00,Hyderabad,Hyderabad,141.89,11.1,1300,6800,completed,cash,sedan,1.0,3.4,Fog,53.0,7,Thursday,5,0,141.89,12.782882882882882
5744,2023-11-01 17:43:00,2023-11-01 17:58:00,Hyderabad,Hyderabad,228.92,16.35,1445,8966,completed,card,suv,1.2,3.2,Clear,15.0,17,Wednesday,11,0,274.70399999999995,16.801467889908253
5747,2023-05-20 16:45:00,2023-05-20 17:03:00,Bangalore,Bangalore,316.68,13.8,1047,8216,completed,upi,mini,1.2,4.9,Clear,18.0,16,Saturday,5,1,380.016,27.537391304347825
5755,2023-12-10 13:00:00,2023-12-10 14:01:00,Chennai,Chennai,146.76,1.75,1930,8492,completed,card,sedan,1.5,3.4,Fog,61.0,13,Sunday,12,1,220.14,125.7942857142857
5766,2023-12-05 03:04:00,2023-12-05 03:27:00,Bangalore,Bangalore,399.19,15.42,1949,8347,completed,upi,mini,1.2,3.5,Storm,23.0,3,Tuesday,12,0,479.02799999999996,31.065369649805444
5771,2023-11-01 08:02:00,2023-11-01 08:52:00,Bangalore,Bangalore,60.74,23.03,1908,8282,completed,upi,sedan,2.0,4.7,Clear,50.0,8,Wednesday,11,0,121.48,5.274858879722101
5775,2023-09-03 14:06:00,2023-09-03 14:35:00,Pune,Pune,385.7,8.62,1043,7191,completed,card,sedan,1.0,4.0,Rain,29.0,14,Sunday,9,1,385.7,44.74477958236659
5778,2023-02-01 07:35:00,2023-02-01 07:57:00,Hyderabad,Hyderabad,458.46,12.91,1959,8165,completed,card,mini,1.2,4.9,Rain,22.0,7,Wednesday,2,0,550.1519999999999,42.614407436096045
5787,2023-08-30 01:39:00,2023-08-30 02:25:00,Mumbai,Mumbai,68.16,17.94,1933,8116,completed,upi,sedan,1.0,3.0,Storm,46.0,1,Wednesday,8,0,68.16,3.7993311036789295
5791,2023-04-20 19:28:00,2023-04-20 20:41:00,Hyderabad,Hyderabad,182.83,5.45,1982,6887,completed,cash,suv,1.2,4.6,Rain,73.0,19,Thursday,4,0,219.39600000000002,40.256146788990826
5792,2023-04-06 14:46:00,2023-04-06 15:26:00,Hyderabad,Hyderabad,452.43,24.77,1601,6647,completed,upi,suv,1.0,3.2,Storm,40.0,14,Thursday,4,0,452.43,18.26524020993137
5795,2023-12-01 15:47:00,2023-12-01 16:36:00,Mumbai,Mumbai,189.39,16.29,1577,6358,completed,upi,suv,1.2,3.6,Fog,49.0,15,Friday,12,0,227.26799999999997,13.951381215469612
5802,2023-05-11 17:01:00,2023-05-11 17:12:00,Hyderabad,Hyderabad,454.02,13.77,1765,6908,completed,cash,sedan,1.0,4.0,Fog,11.0,17,Thursday,5,0,454.02,32.971677559912855
5805,2023-10-23 11:08:00,2023-10-23 11:44:00,Chennai,Chennai,315.22,12.41,1285,5532,completed,upi,sedan,1.2,4.0,Storm,36.0,11,Monday,10,0,378.264,30.48058017727639
5814,2023-06-02 10:46:00,2023-06-02 11:00:00,Chennai,Chennai,485.73,3.98,1549,9033,completed,card,mini,1.0,4.3,Clear,14.0,10,Friday,6,0,485.73,122.0427135678392
5822,2023-01-27 18:58:00,2023-01-27 19:24:00,Pune,Pune,461.51,17.82,1475,9157,completed,cash,sedan,1.2,4.7,Clear,26.0,18,Friday,1,0,553.812,31.07811447811448
5836,2023-03-06 22:46:00,2023-03-06 23:12:00,Bangalore,Bangalore,467.62,3.17,1762,8758,completed,cash,mini,1.0,4.0,Storm,26.0,22,Monday,3,0,467.62,147.5141955835962
5837,2023-02-05 10:01:00,2023-02-05 11:20:00,Pune,Pune,50.74,19.83,1433,7335,completed,cash,mini,1.5,4.6,Rain,79.0,10,Sunday,2,1,76.11,3.838124054462935
5842,2023-10-17 02:00:00,2023-10-17 02:45:00,Hyderabad,Hyderabad,171.69,12.6,1151,6847,completed,upi,mini,2.0,4.1,Clear,45.0,2,Tuesday,10,0,343.38,27.252380952380953
5857,2023-04-05 14:13:00,2023-04-05 14:36:00,Pune,Pune,102.44,10.35,1930,8823,completed,upi,suv,1.0,4.1,Rain,23.0,14,Wednesday,4,0,102.44,9.897584541062802
5862,2023-01-11 11:28:00,2023-01-11 11:53:00,Delhi,Delhi,111.98,4.5,1522,8940,completed,upi,sedan,1.5,4.0,Clear,25.0,11,Wednesday,1,0,167.97,37.32666666666667
5867,2023-05-16 18:17:00,2023-05-16 19:45:00,Bangalore,Bangalore,222.95,22.78,1844,8500,completed,upi,suv,1.0,4.4,Storm,88.0,18,Tuesday,5,0,222.95,9.787093942054433
5874,2023-04-08 01:44:00,2023-04-08 02:00:00,Pune,Pune,302.67,9.36,1739,9492,completed,cash,suv,1.0,3.2,Fog,16.0,1,Saturday,4,1,302.67,32.33653846153847
5875,2023-05-23 21:36:00,2023-05-23 22:33:00,Chennai,Chennai,316.82,21.91,1522,9026,completed,cash,suv,1.0,3.1,Clear,57.0,21,Tuesday,5,0,316.82,14.460063897763577
5879,2023-06-16 21:41:00,2023-06-16 22:57:00,Pune,Pune,81.06,15.32,1031,8047,completed,cash,suv,1.0,4.6,Clear,76.0,21,Friday,6,0,81.06,5.2911227154047
5893,2023-12-12 00:30:00,2023-12-12 00:52:00,Mumbai,Mumbai,56.54,16.31,1132,5115,completed,upi,suv,1.0,3.3,Rain,22.0,0,Tuesday,12,0,56.54,3.4665849172286944
5908,2023-10-14 13:52:00,2023-10-14 14:30:00,Hyderabad,Hyderabad,76.86,17.59,1731,9383,completed,cash,sedan,1.0,4.8,Rain,38.0,13,Saturday,10,1,76.86,4.369528140989199
5912,2023-10-23 22:30:00,2023-10-23 23:06:00,Chennai,Chennai,52.65,8.38,1057,6886,completed,cash,suv,1.0,4.9,Storm,36.0,22,Monday,10,0,52.65,6.2828162291169445
5921,2023-08-29 09:44:00,2023-08-29 10:46:00,Delhi,Delhi,231.66,1.84,1152,9393,completed,card,suv,1.0,3.0,Clear,62.0,9,Tuesday,8,0,231.66,125.90217391304347
5925,2023-11-16 12:35:00,2023-11-16 13:18:00,Chennai,Chennai,447.68,9.61,1389,7838,completed,card,mini,1.0,4.3,Rain,43.0,12,Thursday,11,0,447.68,46.58480749219563
5935,2023-03-06 01:48:00,2023-03-06 02:26:00,Mumbai,Mumbai,62.45,11.56,1197,5551,completed,card,mini,1.0,4.2,Clear,38.0,1,Monday,3,0,62.45,5.4022491349480966
5938,2023-05-09 01:04:00,2023-05-09 01:26:00,Hyderabad,Hyderabad,58.9,9.77,1575,7026,completed,upi,suv,1.2,4.0,Storm,22.0,1,Tuesday,5,0,70.67999999999999,7.234390992835209
5942,2023-08-02 03:58:00,2023-08-02 04:28:00,Delhi,Delhi,82.55,1.03,1454,8333,completed,cash,suv,1.0,3.5,Rain,30.0,3,Wednesday,8,0,82.55,80.14563106796116
5943,2023-08-30 03:15:00,2023-08-30 04:24:00,Chennai,Chennai,242.23,12.15,1501,8102,completed,cash,suv,1.0,3.8,Rain,69.0,3,Wednesday,8,0,242.23,19.93662551440329
5945,2023-04-01 04:47:00,2023-04-01 06:08:00,Chennai,Chennai,93.25,16.72,1158,5795,completed,card,sedan,1.2,4.3,Fog,81.0,4,Saturday,4,1,111.89999999999999,6.692583732057416
5954,2023-07-15 04:23:00,2023-07-15 04:55:00,Hyderabad,Hyderabad,472.03,6.09,1769,7802,completed,cash,suv,1.0,3.1,Storm,32.0,4,Saturday,7,1,472.03,77.50903119868637
5956,2023-09-15 23:53:00,2023-09-16 00:15:00,Chennai,Chennai,309.52,8.97,1091,7185,completed,cash,suv,1.0,4.1,Rain,22.0,23,Friday,9,0,309.52,34.506131549609805
5959,2023-02-18 19:45:00,2023-02-18 20:33:00,Delhi,Delhi,217.97,10.53,1378,6499,completed,card,sedan,1.5,4.0,Fog,48.0,19,Saturday,2,1,326.955,31.04985754985755
5962,2023-11-25 10:43:00,2023-11-25 11:10:00,Bangalore,Bangalore,349.95,14.6,1304,8424,completed,card,mini,1.2,3.9,Rain,27.0,10,Saturday,11,1,419.94,28.763013698630136
5967,2023-02-18 23:33:00,2023-02-19 00:55:00,Hyderabad,Hyderabad,71.37,3.49,1296,6256,cancelled,upi,mini,1.5,3.1,Fog,82.0,23,Saturday,2,1,107.055,30.674785100286535
5971,2023-09-11 23:35:00,2023-09-12 00:02:00,Bangalore,Bangalore,241.38,3.63,1977,9429,completed,card,suv,1.2,3.5,Rain,27.0,23,Monday,9,0,289.656,79.79504132231405
5972,2023-04-09 08:50:00,2023-04-09 09:04:00,Bangalore,Bangalore,396.59,17.27,1827,5945,cancelled,card,suv,1.5,4.1,Rain,14.0,8,Sunday,4,1,594.885,34.44614939200927
5975,2023-12-20 17:40:00,2023-12-20 18:55:00,Pune,Pune,444.06,17.89,1440,6083,completed,card,sedan,1.5,3.6,Rain,75.0,17,Wednesday,12,0,666.09,37.23253214086082
5986,2023-07-26 17:15:00,2023-07-26 17:22:00,Delhi,Delhi,245.45,6.15,1287,7829,completed,upi,suv,1.0,4.2,Storm,7.0,17,Wednesday,7,0,245.45,39.91056910569105
5992,2023-05-20 02:59:00,2023-05-20 03:28:00,Delhi,Delhi,225.85,16.24,1442,9654,completed,upi,sedan,1.2,3.1,Rain,29.0,2,Saturday,5,1,271.02,16.6884236453202
5996,2023-01-20 07:18:00,2023-01-20 08:35:00,Chennai,Chennai,448.16,4.65,1604,7945,completed,upi,sedan,1.0,3.4,Rain,77.0,7,Friday,1,0,448.16,96.37849462365591
5997,2023-03-05 15:29:00,2023-03-05 16:09:00,Chennai,Chennai,350.4,1.25,1637,5507,completed,upi,suv,1.0,3.2,Fog,40.0,15,Sunday,3,1,350.4,280.32
5998,2023-08-16 02:31:00,2023-08-16 03:03:00,Delhi,Delhi,133.15,13.29,1505,8972,completed,cash,sedan,1.0,3.4,Rain,32.0,2,Wednesday,8,0,133.15,10.018811136192626
6003,2023-09-28 19:19:00,2023-09-28 19:35:00,Bangalore,Bangalore,419.04,21.41,1298,6176,completed,cash,mini,1.0,3.7,Clear,16.0,19,Thursday,9,0,419.04,19.572162540868753
6005,2023-12-21 23:41:00,2023-12-22 00:45:00,Hyderabad,Hyderabad,250.99,10.45,1866,5548,completed,card,sedan,1.0,4.2,Storm,64.0,23,Thursday,12,0,250.99,24.01818181818182
6011,2023-10-08 21:10:00,2023-10-08 21:15:00,Pune,Pune,238.95,2.7,1644,9603,completed,card,mini,1.0,4.2,Fog,5.0,21,Sunday,10,1,238.95,88.49999999999999
6027,2023-04-13 11:55:00,2023-04-13 12:53:00,Bangalore,Bangalore,364.46,8.68,1588,9849,completed,cash,sedan,1.5,3.7,Rain,58.0,11,Thursday,4,0,546.6899999999999,62.98271889400921
6034,2023-11-20 10:21:00,2023-11-20 10:49:00,Pune,Pune,167.29,19.13,1467,9670,completed,card,sedan,1.0,3.9,Rain,28.0,10,Monday,11,0,167.29,8.744903293256664
6035,2023-04-18 10:12:00,2023-04-18 11:23:00,Bangalore,Bangalore,257.37,20.11,1584,6705,completed,cash,sedan,1.5,3.5,Fog,71.0,10,Tuesday,4,0,386.055,19.197165589259075
6036,2023-12-12 16:21:00,2023-12-12 16:27:00,Chennai,Chennai,135.97,5.32,1967,5696,cancelled,card,suv,1.0,4.9,Rain,6.0,16,Tuesday,12,0,135.97,25.558270676691727
6056,2023-10-03 16:21:00,2023-10-03 17:50:00,Hyderabad,Hyderabad,248.5,2.29,1975,8928,completed,upi,suv,1.5,4.3,Fog,89.0,16,Tuesday,10,0,372.75,162.77292576419214
6057,2023-09-21 09:10:00,2023-09-21 09:57:00,Chennai,Chennai,336.24,9.33,1373,8567,completed,cash,sedan,1.2,3.6,Fog,47.0,9,Thursday,9,0,403.488,43.24630225080386
6059,2023-11-01 12:06:00,2023-11-01 12:22:00,Bangalore,Bangalore,279.72,5.49,1687,7864,completed,cash,mini,1.0,4.4,Clear,16.0,12,Wednesday,11,0,279.72,50.95081967213115
6061,2023-12-01 08:54:00,2023-12-01 09:22:00,Bangalore,Bangalore,470.17,23.35,1366,9821,completed,card,sedan,1.0,3.8,Clear,28.0,8,Friday,12,0,470.17,20.13576017130621
6063,2023-12-02 17:35:00,2023-12-02 18:26:00,Hyderabad,Hyderabad,226.26,15.95,1235,5452,completed,cash,suv,1.0,3.2,Storm,51.0,17,Saturday,12,1,226.26,14.185579937304075
6074,2023-03-07 19:36:00,2023-03-07 20:38:00,Mumbai,Mumbai,133.8,13.67,1472,7304,completed,upi,mini,1.0,4.1,Rain,62.0,19,Tuesday,3,0,133.8,9.787856620336504
6075,2023-01-19 01:11:00,2023-01-19 01:50:00,Hyderabad,Hyderabad,389.15,24.06,1053,9124,completed,upi,suv,1.0,3.9,Clear,39.0,1,Thursday,1,0,389.15,16.174147963424772
